Using backend: pytorch
Other supported backends: tensorflow.compat.v1, tensorflow, jax, paddle.
paddle supports more examples now and is recommended.
Set the default float type to float64
Device ID: 2, Free Memory: 30610.0 MB
self.triangles shape: (141944, 3)
Compiling model...
'compile' took 0.000148 s

Training model...

Step      Train loss                                            Test loss                                             Test metric
147000    [1.26e-03, 7.63e-02, 6.55e-11, 1.21e-01, 1.21e-01]    [1.77e-03, 7.62e-02, 6.51e-13, 1.21e-01, 1.21e-01]    []  
148000    [9.02e-04, 7.64e-02, 1.56e-10, 1.19e-01, 1.19e-01]    [1.41e-03, 7.63e-02, 6.10e-12, 1.19e-01, 1.19e-01]    []  
149000    [3.22e-03, 7.51e-02, 5.53e-13, 1.27e-01, 1.27e-01]    [3.89e-03, 7.50e-02, 1.73e-11, 1.27e-01, 1.27e-01]    []  
150000    [8.30e-03, 7.35e-02, 1.07e-12, 1.47e-01, 1.47e-01]    [9.19e-03, 7.35e-02, 1.47e-11, 1.47e-01, 1.47e-01]    []  
151000    [2.54e-03, 7.51e-02, 6.62e-16, 1.14e-01, 1.14e-01]    [3.35e-03, 7.51e-02, 8.58e-12, 1.14e-01, 1.14e-01]    []  
152000    [2.58e-03, 7.49e-02, 2.74e-14, 1.17e-01, 1.17e-01]    [3.51e-03, 7.49e-02, 7.77e-13, 1.17e-01, 1.17e-01]    []  
153000    [7.88e-04, 7.57e-02, 4.24e-14, 1.10e-01, 1.10e-01]    [1.63e-03, 7.58e-02, 3.42e-13, 1.10e-01, 1.10e-01]    []  
154000    [4.73e-04, 7.59e-02, 6.25e-16, 1.09e-01, 1.09e-01]    [1.35e-03, 7.59e-02, 1.90e-12, 1.09e-01, 1.09e-01]    []  
155000    [2.40e-04, 7.60e-02, 5.84e-16, 1.07e-01, 1.07e-01]    [1.21e-03, 7.61e-02, 2.54e-08, 1.07e-01, 1.07e-01]    []  
156000    [4.13e-04, 7.71e-02, 7.79e-16, 1.07e-01, 1.07e-01]    [1.11e-03, 7.71e-02, 4.14e-08, 1.07e-01, 1.07e-01]    []  
157000    [5.71e-03, 7.93e-02, 2.66e-16, 1.32e-01, 1.32e-01]    [6.47e-03, 7.93e-02, 7.86e-12, 1.32e-01, 1.32e-01]    []  
158000    [3.29e-04, 7.55e-02, 2.32e-16, 1.03e-01, 1.03e-01]    [1.01e-03, 7.55e-02, 2.94e-14, 1.03e-01, 1.03e-01]    []  
159000    [2.86e-03, 7.38e-02, 5.89e-16, 1.05e-01, 1.05e-01]    [3.46e-03, 7.38e-02, 1.88e-14, 1.05e-01, 1.05e-01]    []  
160000    [9.06e-04, 7.46e-02, 2.79e-16, 1.00e-01, 1.00e-01]    [1.59e-03, 7.47e-02, 1.88e-14, 1.00e-01, 1.00e-01]    []  
161000    [4.62e-03, 7.30e-02, 3.98e-16, 9.91e-02, 9.91e-02]    [4.68e-03, 7.30e-02, 3.46e-13, 9.91e-02, 9.91e-02]    []  
162000    [4.73e-04, 7.47e-02, 6.56e-15, 9.72e-02, 9.72e-02]    [6.11e-04, 7.47e-02, 7.55e-12, 9.72e-02, 9.72e-02]    []  
163000    [5.28e-03, 7.83e-02, 7.70e-15, 1.26e-01, 1.26e-01]    [5.27e-03, 7.83e-02, 8.10e-12, 1.26e-01, 1.26e-01]    []  
164000    [5.01e-03, 7.81e-02, 3.17e-15, 2.25e-01, 2.25e-01]    [5.22e-03, 7.81e-02, 1.78e-16, 2.25e-01, 2.25e-01]    []  
165000    [6.65e-04, 7.41e-02, 6.10e-16, 9.34e-02, 9.34e-02]    [7.99e-04, 7.41e-02, 1.48e-15, 9.34e-02, 9.34e-02]    []  
166000    [2.49e-04, 7.55e-02, 6.84e-16, 9.35e-02, 9.35e-02]    [4.19e-04, 7.55e-02, 1.24e-15, 9.35e-02, 9.35e-02]    []  
167000    [4.02e-04, 7.40e-02, 7.07e-16, 9.12e-02, 9.12e-02]    [5.79e-04, 7.40e-02, 2.03e-15, 9.12e-02, 9.12e-02]    []  
168000    [4.83e-03, 7.19e-02, 7.02e-16, 9.32e-02, 9.32e-02]    [5.05e-03, 7.19e-02, 2.56e-15, 9.32e-02, 9.32e-02]    []  
169000    [1.26e-04, 7.48e-02, 4.35e-16, 8.96e-02, 8.96e-02]    [2.74e-04, 7.48e-02, 1.03e-14, 8.96e-02, 8.96e-02]    []  
170000    [1.50e-03, 7.59e-02, 5.95e-16, 8.98e-02, 8.98e-02]    [1.62e-03, 7.59e-02, 7.48e-14, 8.98e-02, 8.98e-02]    []  
171000    [5.46e-04, 7.34e-02, 1.10e-15, 8.65e-02, 8.65e-02]    [6.09e-04, 7.34e-02, 1.70e-12, 8.65e-02, 8.65e-02]    []  
172000    [4.75e-04, 7.33e-02, 4.66e-14, 9.39e-02, 9.39e-02]    [5.99e-04, 7.33e-02, 1.48e-12, 9.39e-02, 9.39e-02]    []  
173000    [5.07e-04, 7.31e-02, 6.06e-10, 8.44e-02, 8.44e-02]    [5.98e-04, 7.31e-02, 9.97e-13, 8.44e-02, 8.44e-02]    []  
174000    [3.42e-04, 7.31e-02, 6.49e-10, 8.36e-02, 8.36e-02]    [4.37e-04, 7.31e-02, 9.08e-13, 8.36e-02, 8.36e-02]    []  
175000    [1.51e-04, 7.39e-02, 1.20e-09, 1.33e-01, 1.33e-01]    [2.37e-04, 7.39e-02, 1.32e-13, 1.33e-01, 1.33e-01]    []  
176000    [5.05e-04, 7.26e-02, 1.46e-09, 8.14e-02, 8.14e-02]    [5.96e-04, 7.26e-02, 1.27e-12, 8.14e-02, 8.14e-02]    []  
177000    [3.94e-04, 7.26e-02, 1.55e-09, 8.04e-02, 8.04e-02]    [4.73e-04, 7.26e-02, 1.13e-12, 8.04e-02, 8.04e-02]    []  
178000    [7.61e-04, 7.21e-02, 1.41e-09, 8.01e-02, 8.01e-02]    [8.43e-04, 7.21e-02, 9.11e-13, 8.01e-02, 8.01e-02]    []  
179000    [4.59e-04, 7.22e-02, 1.64e-09, 7.86e-02, 7.86e-02]    [5.46e-04, 7.22e-02, 8.85e-13, 7.86e-02, 7.86e-02]    []  
180000    [1.38e-03, 7.14e-02, 1.48e-09, 7.83e-02, 7.83e-02]    [1.50e-03, 7.14e-02, 1.43e-12, 7.83e-02, 7.83e-02]    []  
181000    [6.02e-02, 6.34e-02, 2.73e-09, 3.06e-01, 3.06e-01]    [5.96e-02, 6.34e-02, 3.92e-12, 3.06e-01, 3.06e-01]    []  
182000    [1.42e-02, 6.80e-02, 2.61e-09, 8.18e-02, 8.18e-02]    [1.42e-02, 6.80e-02, 3.69e-12, 8.18e-02, 8.18e-02]    []  
183000    [1.66e-02, 6.75e-02, 3.06e-11, 7.75e-02, 7.75e-02]    [1.66e-02, 6.75e-02, 2.07e-12, 7.75e-02, 7.75e-02]    []  
184000    [1.91e-04, 7.19e-02, 4.17e-09, 7.42e-02, 7.42e-02]    [2.74e-04, 7.19e-02, 2.88e-12, 7.42e-02, 7.42e-02]    []  
185000    [2.27e-04, 7.17e-02, 4.28e-09, 7.33e-02, 7.33e-02]    [3.39e-04, 7.17e-02, 1.58e-12, 7.33e-02, 7.33e-02]    []  
186000    [2.76e-04, 7.14e-02, 1.60e-14, 7.29e-02, 7.29e-02]    [3.94e-04, 7.14e-02, 1.16e-12, 7.29e-02, 7.29e-02]    []  
187000    [5.85e-03, 6.89e-02, 4.59e-09, 8.66e-02, 8.66e-02]    [5.91e-03, 6.89e-02, 3.91e-11, 8.66e-02, 8.66e-02]    []  
188000    [1.07e-02, 7.57e-02, 3.75e-09, 1.87e-01, 1.87e-01]    [1.07e-02, 7.57e-02, 1.03e-10, 1.87e-01, 1.87e-01]    []  
189000    [4.30e-04, 7.22e-02, 5.55e-09, 7.07e-02, 7.07e-02]    [5.27e-04, 7.22e-02, 8.30e-13, 7.07e-02, 7.07e-02]    []  
190000    [4.13e-04, 7.06e-02, 5.34e-09, 6.92e-02, 6.92e-02]    [4.97e-04, 7.06e-02, 2.93e-12, 6.92e-02, 6.92e-02]    []  
191000    [1.06e-04, 7.10e-02, 1.15e-13, 6.85e-02, 6.85e-02]    [2.20e-04, 7.10e-02, 1.46e-10, 6.85e-02, 6.85e-02]    []  
192000    [4.27e-04, 7.03e-02, 5.07e-15, 6.77e-02, 6.77e-02]    [5.69e-04, 7.03e-02, 3.33e-12, 6.77e-02, 6.77e-02]    []  
193000    [3.08e-04, 7.03e-02, 1.26e-13, 6.69e-02, 6.69e-02]    [4.58e-04, 7.03e-02, 3.77e-12, 6.69e-02, 6.69e-02]    []  
194000    [6.33e-04, 6.98e-02, 1.26e-13, 6.69e-02, 6.69e-02]    [7.94e-04, 6.98e-02, 2.95e-12, 6.69e-02, 6.69e-02]    []  
195000    [4.60e-03, 6.80e-02, 1.06e-14, 1.14e-01, 1.14e-01]    [4.76e-03, 6.80e-02, 2.68e-12, 1.14e-01, 1.14e-01]    []  
196000    [1.40e-03, 6.90e-02, 6.63e-15, 1.81e-01, 1.81e-01]    [1.61e-03, 6.90e-02, 2.16e-12, 1.81e-01, 1.81e-01]    []  
197000    [1.39e-04, 6.99e-02, 6.60e-15, 6.40e-02, 6.40e-02]    [4.03e-04, 6.99e-02, 2.73e-12, 6.40e-02, 6.40e-02]    []  
198000    [2.02e-04, 7.06e-02, 9.85e-14, 6.45e-02, 6.45e-02]    [4.73e-04, 7.06e-02, 2.55e-12, 6.45e-02, 6.45e-02]    []  
199000    [4.93e-04, 6.91e-02, 7.60e-15, 6.27e-02, 6.27e-02]    [8.01e-04, 6.91e-02, 2.62e-12, 6.27e-02, 6.27e-02]    []  
200000    [6.18e-04, 6.89e-02, 1.66e-14, 6.20e-02, 6.20e-02]    [9.35e-04, 6.89e-02, 2.36e-12, 6.20e-02, 6.20e-02]    []  
201000    [1.04e-03, 6.85e-02, 2.11e-13, 6.16e-02, 6.16e-02]    [1.48e-03, 6.84e-02, 1.94e-12, 6.16e-02, 6.16e-02]    []  
202000    [3.02e-04, 6.89e-02, 2.65e-13, 6.09e-02, 6.09e-02]    [9.81e-04, 6.89e-02, 9.89e-16, 6.09e-02, 6.09e-02]    []  
203000    [4.24e-04, 6.86e-02, 2.67e-13, 6.01e-02, 6.01e-02]    [1.69e-03, 6.86e-02, 1.16e-15, 6.01e-02, 6.01e-02]    []  
204000    [1.48e-03, 6.77e-02, 2.21e-13, 5.97e-02, 5.97e-02]    [3.43e-03, 6.77e-02, 1.52e-15, 5.97e-02, 5.97e-02]    []  
205000    [2.03e-03, 6.73e-02, 1.71e-13, 6.01e-02, 6.01e-02]    [4.64e-03, 6.73e-02, 7.67e-15, 6.01e-02, 6.01e-02]    []  
206000    [7.74e-04, 6.78e-02, 2.24e-13, 5.86e-02, 5.86e-02]    [3.96e-03, 6.78e-02, 1.37e-14, 5.86e-02, 5.86e-02]    []  
207000    [5.45e-04, 6.79e-02, 2.31e-13, 5.76e-02, 5.76e-02]    [4.74e-03, 6.78e-02, 1.62e-13, 5.76e-02, 5.76e-02]    []  
208000    [3.53e-04, 6.79e-02, 2.30e-13, 5.70e-02, 5.70e-02]    [5.71e-03, 6.79e-02, 2.51e-12, 5.70e-02, 5.70e-02]    []  
209000    [1.38e-03, 6.98e-02, 1.61e-14, 8.26e-02, 8.26e-02]    [8.47e-03, 6.98e-02, 8.64e-20, 8.26e-02, 8.26e-02]    []  
210000    [2.33e-03, 7.00e-02, 3.27e-14, 1.04e-01, 1.04e-01]    [1.24e-02, 7.01e-02, 5.81e-18, 1.04e-01, 1.04e-01]    []  
211000    [9.69e-04, 6.70e-02, 1.98e-13, 5.63e-02, 5.63e-02]    [9.91e-04, 6.70e-02, 1.34e-13, 5.63e-02, 5.63e-02]    []  
212000    [8.95e-03, 6.44e-02, 1.89e-13, 6.56e-02, 6.56e-02]    [8.99e-03, 6.44e-02, 2.64e-14, 6.56e-02, 6.56e-02]    []  
213000    [2.98e-04, 6.71e-02, 1.89e-13, 5.44e-02, 5.44e-02]    [3.49e-04, 6.71e-02, 4.26e-14, 5.44e-02, 5.44e-02]    []  
214000    [1.61e-04, 6.72e-02, 1.74e-13, 7.72e-02, 7.72e-02]    [2.29e-04, 6.72e-02, 1.09e-14, 7.72e-02, 7.72e-02]    []  
215000    [2.62e-03, 6.55e-02, 1.84e-13, 5.59e-02, 5.59e-02]    [2.71e-03, 6.55e-02, 1.60e-13, 5.59e-02, 5.59e-02]    []  
216000    [5.61e-04, 6.64e-02, 1.32e-13, 5.27e-02, 5.27e-02]    [6.39e-04, 6.64e-02, 8.22e-13, 5.27e-02, 5.27e-02]    []  
217000    [2.56e-03, 6.52e-02, 1.14e-14, 8.98e-02, 8.98e-02]    [2.66e-03, 6.52e-02, 1.13e-12, 8.98e-02, 8.98e-02]    []  
218000    [3.97e-03, 6.93e-02, 1.44e-13, 1.51e-01, 1.51e-01]    [3.98e-03, 6.92e-02, 8.09e-13, 1.51e-01, 1.51e-01]    []  
219000    [3.57e-04, 6.61e-02, 1.31e-13, 5.11e-02, 5.11e-02]    [4.44e-04, 6.61e-02, 1.36e-13, 5.11e-02, 5.11e-02]    []  
220000    [1.28e-04, 6.62e-02, 4.05e-14, 5.15e-02, 5.15e-02]    [2.12e-04, 6.62e-02, 9.35e-13, 5.15e-02, 5.15e-02]    []  
221000    [2.22e-04, 6.59e-02, 1.87e-11, 5.02e-02, 5.02e-02]    [2.38e-04, 6.59e-02, 2.04e-13, 5.02e-02, 5.02e-02]    []  
222000    [3.85e-04, 6.56e-02, 1.68e-11, 5.00e-02, 5.00e-02]    [4.17e-04, 6.56e-02, 1.68e-13, 5.00e-02, 5.00e-02]    []  
223000    [6.44e-04, 6.70e-02, 1.43e-13, 5.14e-02, 5.14e-02]    [6.54e-04, 6.70e-02, 6.37e-14, 5.14e-02, 5.14e-02]    []  
224000    [3.55e-03, 6.37e-02, 1.88e-13, 5.00e-02, 5.00e-02]    [3.60e-03, 6.37e-02, 5.82e-14, 5.00e-02, 5.00e-02]    []  
225000    [3.14e-03, 6.78e-02, 2.97e-13, 5.27e-02, 5.27e-02]    [3.17e-03, 6.78e-02, 8.02e-14, 5.27e-02, 5.27e-02]    []  
226000    [2.73e-03, 6.37e-02, 1.89e-13, 4.80e-02, 4.80e-02]    [2.78e-03, 6.37e-02, 8.48e-14, 4.80e-02, 4.80e-02]    []  
227000    [4.99e-04, 6.46e-02, 7.33e-14, 4.78e-02, 4.78e-02]    [5.40e-04, 6.46e-02, 2.24e-14, 4.78e-02, 4.78e-02]    []  
228000    [4.86e-03, 6.27e-02, 5.95e-14, 4.90e-02, 4.90e-02]    [4.91e-03, 6.27e-02, 8.80e-14, 4.90e-02, 4.90e-02]    []  
229000    [1.50e-02, 6.96e-02, 4.34e-14, 1.32e-01, 1.32e-01]    [1.50e-02, 6.96e-02, 6.00e-14, 1.32e-01, 1.32e-01]    []  
230000    [7.07e-05, 6.47e-02, 9.64e-14, 4.72e-02, 4.72e-02]    [1.08e-04, 6.47e-02, 1.08e-13, 4.72e-02, 4.72e-02]    []  
231000    [3.62e-04, 6.41e-02, 6.91e-14, 4.58e-02, 4.58e-02]    [4.24e-04, 6.40e-02, 1.49e-12, 4.58e-02, 4.58e-02]    []  
232000    [3.88e-04, 6.39e-02, 1.80e-13, 4.54e-02, 4.54e-02]    [4.70e-04, 6.38e-02, 6.62e-13, 4.54e-02, 4.54e-02]    []  
233000    [3.27e-02, 5.80e-02, 2.54e-13, 1.83e-01, 1.83e-01]    [3.29e-02, 5.80e-02, 1.94e-12, 1.83e-01, 1.83e-01]    []  
234000    [3.98e-05, 6.41e-02, 1.13e-12, 4.83e-02, 4.83e-02]    [1.47e-04, 6.41e-02, 5.75e-13, 4.83e-02, 4.83e-02]    []  
235000    [3.03e-04, 6.34e-02, 1.32e-12, 4.42e-02, 4.42e-02]    [4.09e-04, 6.34e-02, 4.32e-13, 4.42e-02, 4.42e-02]    []  
236000    [5.68e-04, 6.30e-02, 1.41e-12, 5.07e-02, 5.07e-02]    [6.90e-04, 6.30e-02, 9.70e-13, 5.07e-02, 5.07e-02]    []  
237000    [1.50e-03, 6.23e-02, 1.62e-12, 5.66e-02, 5.66e-02]    [1.63e-03, 6.23e-02, 1.09e-12, 5.66e-02, 5.66e-02]    []  
238000    [1.19e-02, 5.96e-02, 4.25e-13, 4.56e-02, 4.56e-02]    [1.21e-02, 5.96e-02, 7.31e-13, 4.56e-02, 4.56e-02]    []  
239000    [1.36e-03, 6.20e-02, 2.13e-13, 4.31e-02, 4.31e-02]    [1.49e-03, 6.20e-02, 1.25e-12, 4.31e-02, 4.31e-02]    []  
240000    [2.34e-03, 6.49e-02, 1.67e-12, 4.43e-02, 4.43e-02]    [2.44e-03, 6.49e-02, 5.71e-13, 4.43e-02, 4.43e-02]    []  
241000    [7.19e-04, 6.21e-02, 5.50e-15, 4.49e-02, 4.49e-02]    [8.42e-04, 6.21e-02, 1.16e-12, 4.49e-02, 4.49e-02]    []  
242000    [1.39e-02, 5.87e-02, 2.76e-13, 8.74e-02, 8.74e-02]    [1.41e-02, 5.87e-02, 1.76e-12, 8.74e-02, 8.74e-02]    []  
243000    [4.91e-04, 6.19e-02, 4.00e-13, 4.14e-02, 4.14e-02]    [6.43e-04, 6.19e-02, 1.61e-12, 4.14e-02, 4.14e-02]    []  
244000    [8.25e-04, 6.15e-02, 3.95e-13, 4.11e-02, 4.11e-02]    [9.94e-04, 6.15e-02, 4.50e-13, 4.11e-02, 4.11e-02]    []  
245000    [1.94e-02, 5.74e-02, 2.92e-13, 5.45e-02, 5.45e-02]    [1.97e-02, 5.74e-02, 8.82e-13, 5.45e-02, 5.45e-02]    []  
246000    [4.61e-03, 6.45e-02, 1.59e-13, 9.71e-02, 9.71e-02]    [4.71e-03, 6.45e-02, 9.24e-13, 9.71e-02, 9.71e-02]    []  
247000    [3.52e-04, 6.13e-02, 2.47e-13, 4.05e-02, 4.05e-02]    [5.71e-04, 6.13e-02, 5.23e-13, 4.05e-02, 4.05e-02]    []  
248000    [3.37e-05, 6.17e-02, 1.82e-13, 5.64e-02, 5.64e-02]    [2.54e-04, 6.17e-02, 3.89e-13, 5.64e-02, 5.64e-02]    []  
249000    [2.21e-03, 6.00e-02, 1.03e-13, 4.36e-02, 4.36e-02]    [2.54e-03, 5.99e-02, 5.04e-13, 4.36e-02, 4.36e-02]    []  
250000    [2.94e-04, 6.08e-02, 9.22e-14, 3.91e-02, 3.91e-02]    [6.61e-04, 6.08e-02, 5.14e-13, 3.91e-02, 3.91e-02]    []  
251000    [1.05e-03, 6.01e-02, 1.43e-10, 4.16e-02, 4.16e-02]    [1.41e-03, 6.01e-02, 2.90e-13, 4.16e-02, 4.16e-02]    []  
252000    [6.36e-04, 6.02e-02, 3.28e-10, 3.84e-02, 3.84e-02]    [1.02e-03, 6.02e-02, 9.27e-13, 3.84e-02, 3.84e-02]    []  
253000    [6.49e-03, 6.37e-02, 5.83e-11, 3.85e-02, 3.85e-02]    [6.74e-03, 6.37e-02, 5.13e-13, 3.85e-02, 3.85e-02]    []  
254000    [6.10e-04, 5.99e-02, 3.41e-10, 4.03e-02, 4.03e-02]    [1.03e-03, 5.99e-02, 1.32e-13, 4.03e-02, 4.03e-02]    []  
255000    [5.05e-05, 6.06e-02, 1.56e-10, 1.45e-01, 1.45e-01]    [5.06e-04, 6.06e-02, 4.81e-14, 1.45e-01, 1.45e-01]    []  
256000    [5.38e-04, 5.96e-02, 3.09e-10, 3.73e-02, 3.73e-02]    [9.71e-04, 5.96e-02, 2.03e-14, 3.73e-02, 3.73e-02]    []  
257000    [2.40e-04, 5.97e-02, 2.83e-10, 3.71e-02, 3.71e-02]    [6.60e-04, 5.97e-02, 1.63e-14, 3.71e-02, 3.71e-02]    []  
258000    [2.31e-04, 5.95e-02, 2.74e-10, 3.67e-02, 3.67e-02]    [6.52e-04, 5.95e-02, 1.75e-14, 3.67e-02, 3.67e-02]    []  
259000    [6.13e-03, 5.71e-02, 2.62e-10, 4.77e-02, 4.77e-02]    [6.66e-03, 5.71e-02, 2.09e-14, 4.77e-02, 4.77e-02]    []  
260000    [1.59e-03, 5.83e-02, 2.86e-10, 3.61e-02, 3.61e-02]    [2.04e-03, 5.83e-02, 1.68e-14, 3.61e-02, 3.61e-02]    []  
261000    [2.55e-04, 5.90e-02, 6.67e-15, 3.59e-02, 3.59e-02]    [4.83e-04, 5.89e-02, 1.42e-13, 3.59e-02, 3.59e-02]    []  
262000    [3.13e-04, 5.87e-02, 3.19e-15, 3.56e-02, 3.56e-02]    [5.31e-04, 5.87e-02, 7.74e-14, 3.56e-02, 3.56e-02]    []  
263000    [1.21e-03, 5.79e-02, 5.06e-15, 3.64e-02, 3.64e-02]    [1.44e-03, 5.79e-02, 6.56e-15, 3.64e-02, 3.64e-02]    []  
264000    [8.23e-03, 5.58e-02, 4.35e-15, 6.17e-02, 6.17e-02]    [8.47e-03, 5.58e-02, 8.09e-15, 6.17e-02, 6.17e-02]    []  
265000    [3.30e-04, 5.81e-02, 6.27e-15, 3.48e-02, 3.48e-02]    [5.51e-04, 5.81e-02, 5.87e-14, 3.48e-02, 3.48e-02]    []  
266000    [3.07e-04, 5.80e-02, 7.25e-15, 3.61e-02, 3.61e-02]    [5.37e-04, 5.80e-02, 9.21e-14, 3.61e-02, 3.61e-02]    []  
267000    [4.13e-04, 5.77e-02, 9.81e-15, 3.43e-02, 3.43e-02]    [6.47e-04, 5.77e-02, 2.24e-13, 3.43e-02, 3.43e-02]    []  
268000    [3.13e-03, 6.01e-02, 7.30e-15, 3.50e-02, 3.50e-02]    [3.31e-03, 6.01e-02, 2.47e-13, 3.50e-02, 3.50e-02]    []  
269000    [6.42e-04, 5.71e-02, 8.07e-15, 3.38e-02, 3.38e-02]    [9.17e-04, 5.71e-02, 2.44e-13, 3.38e-02, 3.38e-02]    []  
270000    [2.74e-04, 5.73e-02, 6.59e-14, 3.35e-02, 3.35e-02]    [5.75e-04, 5.73e-02, 1.81e-13, 3.35e-02, 3.35e-02]    []  
271000    [3.53e-04, 5.70e-02, 2.51e-14, 3.32e-02, 3.32e-02]    [8.28e-04, 5.70e-02, 7.06e-15, 3.32e-02, 3.32e-02]    []  
272000    [7.91e-04, 5.65e-02, 2.95e-14, 3.30e-02, 3.30e-02]    [1.30e-03, 5.65e-02, 7.65e-15, 3.30e-02, 3.30e-02]    []  
273000    [2.92e-04, 5.78e-02, 2.37e-14, 5.41e-02, 5.41e-02]    [7.48e-04, 5.78e-02, 5.30e-15, 5.41e-02, 5.41e-02]    []  
274000    [1.14e-04, 5.67e-02, 5.63e-14, 3.25e-02, 3.25e-02]    [6.21e-04, 5.67e-02, 7.03e-15, 3.25e-02, 3.25e-02]    []  
275000    [3.04e-04, 5.63e-02, 7.80e-14, 3.24e-02, 3.24e-02]    [8.27e-04, 5.63e-02, 6.61e-15, 3.24e-02, 3.24e-02]    []  
276000    [1.42e-04, 5.70e-02, 1.24e-13, 3.30e-02, 3.30e-02]    [6.21e-04, 5.70e-02, 6.38e-15, 3.30e-02, 3.30e-02]    []  
277000    [2.20e-04, 5.60e-02, 1.96e-13, 3.19e-02, 3.19e-02]    [7.36e-04, 5.60e-02, 8.09e-15, 3.19e-02, 3.19e-02]    []  
278000    [3.06e-03, 5.45e-02, 3.15e-13, 4.51e-02, 4.51e-02]    [3.65e-03, 5.45e-02, 4.88e-14, 4.51e-02, 4.51e-02]    []  
279000    [1.23e-02, 5.25e-02, 7.88e-13, 4.53e-02, 4.53e-02]    [1.29e-02, 5.25e-02, 1.04e-14, 4.53e-02, 4.53e-02]    []  
280000    [2.10e-05, 5.59e-02, 1.77e-12, 3.23e-02, 3.23e-02]    [5.27e-04, 5.59e-02, 3.03e-14, 3.23e-02, 3.23e-02]    []  
281000    [4.43e-04, 5.51e-02, 8.38e-16, 3.09e-02, 3.09e-02]    [4.74e-04, 5.51e-02, 3.36e-11, 3.09e-02, 3.09e-02]    []  
282000    [1.77e-04, 5.52e-02, 7.80e-16, 3.07e-02, 3.07e-02]    [2.89e-04, 5.52e-02, 3.09e-13, 3.07e-02, 3.07e-02]    []  
283000    [1.54e-04, 5.50e-02, 9.20e-16, 3.05e-02, 3.05e-02]    [3.24e-04, 5.51e-02, 1.14e-13, 3.05e-02, 3.05e-02]    []  
284000    [4.32e-03, 5.73e-02, 8.47e-15, 4.58e-02, 4.58e-02]    [4.66e-03, 5.74e-02, 2.11e-13, 4.58e-02, 4.58e-02]    []  
285000    [4.32e-04, 5.43e-02, 1.16e-15, 3.01e-02, 3.01e-02]    [6.63e-04, 5.44e-02, 2.77e-13, 3.01e-02, 3.01e-02]    []  
286000    [1.73e-04, 5.52e-02, 1.75e-15, 3.08e-02, 3.08e-02]    [4.91e-04, 5.52e-02, 1.86e-13, 3.08e-02, 3.08e-02]    []  
287000    [1.58e-04, 5.42e-02, 5.41e-15, 3.07e-02, 3.07e-02]    [4.62e-04, 5.43e-02, 2.08e-13, 3.07e-02, 3.07e-02]    []  
288000    [4.23e-05, 5.45e-02, 8.34e-15, 3.18e-02, 3.18e-02]    [3.95e-04, 5.46e-02, 9.50e-13, 3.18e-02, 3.18e-02]    []  
289000    [2.92e-04, 5.37e-02, 5.43e-15, 3.47e-02, 3.47e-02]    [6.26e-04, 5.37e-02, 2.37e-12, 3.47e-02, 3.47e-02]    []  
290000    [2.57e-04, 5.35e-02, 1.25e-14, 4.40e-02, 4.40e-02]    [6.27e-04, 5.36e-02, 4.22e-13, 4.40e-02, 4.40e-02]    []  
291000    [6.38e-05, 5.40e-02, 3.69e-13, 3.17e-02, 3.17e-02]    [1.14e-04, 5.40e-02, 3.67e-14, 3.17e-02, 3.17e-02]    []  
292000    [2.33e-04, 5.41e-02, 4.27e-13, 3.21e-02, 3.21e-02]    [2.96e-04, 5.41e-02, 4.72e-14, 3.21e-02, 3.21e-02]    []  
293000    [3.73e-03, 5.15e-02, 9.04e-14, 2.93e-02, 2.93e-02]    [3.76e-03, 5.15e-02, 6.56e-15, 2.93e-02, 2.93e-02]    []  
294000    [2.76e-03, 5.16e-02, 2.13e-13, 3.19e-02, 3.19e-02]    [2.80e-03, 5.16e-02, 2.29e-14, 3.19e-02, 3.19e-02]    []  
295000    [4.97e-04, 5.23e-02, 1.21e-13, 2.82e-02, 2.82e-02]    [5.51e-04, 5.23e-02, 9.75e-15, 2.82e-02, 2.82e-02]    []  
296000    [5.77e-04, 5.21e-02, 9.65e-14, 2.81e-02, 2.81e-02]    [6.34e-04, 5.21e-02, 5.43e-15, 2.81e-02, 2.81e-02]    []  
297000    [1.58e-03, 5.14e-02, 5.23e-13, 3.13e-02, 3.13e-02]    [1.64e-03, 5.14e-02, 5.41e-14, 3.13e-02, 3.13e-02]    []  
298000    [3.59e-04, 5.19e-02, 8.29e-12, 2.77e-02, 2.77e-02]    [4.34e-04, 5.19e-02, 1.68e-14, 2.77e-02, 2.77e-02]    []  
299000    [8.52e-04, 5.13e-02, 1.25e-11, 2.86e-02, 2.86e-02]    [9.33e-04, 5.13e-02, 4.31e-12, 2.86e-02, 2.86e-02]    []  
300000    [5.26e-03, 5.43e-02, 1.86e-13, 4.34e-02, 4.34e-02]    [5.32e-03, 5.43e-02, 3.31e-14, 4.34e-02, 4.34e-02]    []  
301000    [1.73e-04, 5.15e-02, 2.69e-15, 2.71e-02, 2.71e-02]    [2.51e-04, 5.15e-02, 3.69e-14, 2.71e-02, 2.71e-02]    []  
302000    [9.34e-05, 5.14e-02, 1.73e-13, 2.79e-02, 2.79e-02]    [1.84e-04, 5.14e-02, 1.59e-13, 2.79e-02, 2.79e-02]    []  
303000    [7.62e-04, 5.06e-02, 1.51e-12, 4.41e-02, 4.41e-02]    [8.60e-04, 5.06e-02, 8.89e-14, 4.41e-02, 4.41e-02]    []  
