Using backend: pytorch
Other supported backends: tensorflow.compat.v1, tensorflow, jax, paddle.
paddle supports more examples now and is recommended.
Set the default float type to float64
Device ID: 3, Free Memory: 27038.0 MB
self.triangles shape: (141944, 3)
Compiling model...
'compile' took 0.000162 s

Training model...

Step      Train loss                                            Test loss                                             Test metric
112000    [1.77e+03, 1.29e-01, 2.59e-09, 4.77e+01, 4.77e+01]    [1.80e+03, 9.28e-02, 4.29e-10, 4.77e+01, 4.77e+01]    []  
113000    [1.38e+03, 1.16e-01, 1.02e-09, 4.62e+01, 4.62e+01]    [1.39e+03, 7.82e-02, 7.77e-07, 4.62e+01, 4.62e+01]    []  
114000    [1.06e+03, 9.92e-02, 1.03e-08, 4.50e+01, 4.50e+01]    [1.09e+03, 6.18e-02, 1.51e-07, 4.50e+01, 4.50e+01]    []  
115000    [7.47e+02, 7.51e-02, 4.46e-07, 4.40e+01, 4.40e+01]    [7.63e+02, 4.50e-02, 1.76e-07, 4.40e+01, 4.40e+01]    []  
116000    [4.34e+02, 3.49e-02, 2.86e-07, 4.23e+01, 4.23e+01]    [4.33e+02, 1.25e+00, 1.72e-07, 4.23e+01, 4.23e+01]    []  
117000    [2.04e+02, 5.30e-02, 1.23e-06, 4.23e+01, 4.23e+01]    [1.08e+03, 3.83e-02, 1.17e-10, 4.23e+01, 4.23e+01]    []  
118000    [1.47e+02, 2.27e-02, 5.96e-07, 4.05e+01, 4.05e+01]    [8.48e+02, 1.68e-02, 2.15e-08, 4.05e+01, 4.05e+01]    []  
119000    [1.03e+02, 1.68e-02, 3.30e-07, 3.92e+01, 3.92e+01]    [5.90e+02, 1.15e-02, 2.13e-07, 3.92e+01, 3.92e+01]    []  
120000    [7.13e+01, 1.60e-02, 9.91e-08, 3.79e+01, 3.79e+01]    [4.09e+02, 9.75e-03, 2.95e-10, 3.79e+01, 3.79e+01]    []  
121000    [5.07e+01, 2.45e-02, 8.97e-09, 3.65e+01, 3.65e+01]    [1.02e+02, 8.67e-03, 7.28e-06, 3.65e+01, 3.65e+01]    []  
122000    [3.03e+01, 1.45e-02, 1.01e-08, 3.48e+01, 3.48e+01]    [1.69e+02, 7.69e-03, 4.09e-07, 3.48e+01, 3.48e+01]    []  
123000    [2.04e+01, 9.07e-03, 6.11e-09, 3.27e+01, 3.27e+01]    [1.77e+02, 6.50e-03, 1.50e-08, 3.27e+01, 3.27e+01]    []  
124000    [1.35e+01, 6.09e-03, 4.00e-09, 2.99e+01, 2.99e+01]    [2.40e+02, 5.18e-03, 2.71e-07, 2.99e+01, 2.99e+01]    []  
125000    [8.67e+00, 4.09e-03, 5.26e-07, 2.68e+01, 2.68e+01]    [3.23e+02, 4.19e-03, 3.23e-08, 2.68e+01, 2.68e+01]    []  
126000    [5.47e+00, 3.23e-03, 4.81e-10, 2.34e+01, 2.34e+01]    [1.05e+01, 2.78e-03, 1.03e-06, 2.34e+01, 2.34e+01]    []  
127000    [3.25e+00, 6.14e-03, 2.72e-09, 1.99e+01, 1.99e+01]    [8.43e+00, 3.29e-03, 3.88e-08, 1.99e+01, 1.99e+01]    []  
