Using backend: pytorch
Other supported backends: tensorflow.compat.v1, tensorflow, jax, paddle.
paddle supports more examples now and is recommended.
Set the default float type to float64
Device ID: 1, Free Memory: 11007.0 MB
self.triangles shape: (141944, 3)
Compiling model...
'compile' took 0.000238 s

Training model...

Step      Train loss                                            Test loss                                             Test metric
142000    [5.02e-04, 7.79e-04, 8.07e-10, 6.59e-01, 6.59e-01]    [1.67e-03, 7.77e-04, 7.45e-08, 6.59e-01, 6.59e-01]    []  
143000    [4.34e-04, 8.17e-04, 5.03e-08, 6.38e-01, 6.38e-01]    [3.28e-03, 8.15e-04, 1.49e-09, 6.38e-01, 6.38e-01]    []  
144000    [4.70e-04, 8.62e-04, 6.15e-07, 6.17e-01, 6.17e-01]    [1.74e-03, 8.61e-04, 3.12e-10, 6.17e-01, 6.17e-01]    []  
145000    [4.18e-04, 8.93e-04, 8.09e-08, 6.10e-01, 6.10e-01]    [7.79e-04, 8.83e-04, 9.62e-40, 6.10e-01, 6.10e-01]    []  
146000    [3.95e-04, 9.06e-04, 8.88e-12, 5.74e-01, 5.74e-01]    [8.74e-04, 9.01e-04, 8.85e-15, 5.74e-01, 5.74e-01]    []  
147000    [3.87e-04, 9.08e-04, 1.70e-08, 5.53e-01, 5.53e-01]    [1.68e-03, 9.03e-04, 2.78e-24, 5.53e-01, 5.53e-01]    []  
148000    [2.83e-04, 9.22e-04, 7.20e-08, 5.31e-01, 5.31e-01]    [5.28e-03, 4.23e-03, 6.83e-20, 5.31e-01, 5.31e-01]    []  
149000    [3.55e-04, 9.15e-04, 4.53e-08, 5.08e-01, 5.08e-01]    [2.64e-03, 9.25e-04, 1.08e-08, 5.08e-01, 5.08e-01]    []  
150000    [6.52e-04, 9.75e-04, 1.95e-09, 4.88e-01, 4.88e-01]    [2.52e-03, 9.86e-04, 2.73e-20, 4.88e-01, 4.88e-01]    []  
151000    [1.30e-03, 1.04e-03, 1.86e-08, 4.80e-01, 4.80e-01]    [2.66e-03, 1.04e-03, 2.69e-25, 4.80e-01, 4.80e-01]    []  
152000    [1.33e-03, 9.53e-04, 2.03e-10, 4.66e-01, 4.66e-01]    [1.52e-03, 9.54e-04, 4.11e-17, 4.66e-01, 4.66e-01]    []  
153000    [1.45e-03, 6.58e-04, 1.46e-12, 4.53e-01, 4.53e-01]    [1.97e-03, 6.63e-04, 7.35e-11, 4.53e-01, 4.53e-01]    []  
154000    [1.10e-03, 5.52e-05, 4.68e-10, 4.40e-01, 4.40e-01]    [1.15e-03, 5.56e-05, 1.86e-09, 4.40e-01, 4.40e-01]    []  
155000    [3.64e-04, 5.97e-05, 5.90e-10, 4.23e-01, 4.23e-01]    [2.84e-04, 6.09e-05, 5.53e-10, 4.23e-01, 4.23e-01]    []  
156000    [3.31e-04, 6.13e-05, 1.82e-13, 4.20e-01, 4.20e-01]    [4.00e-04, 5.95e-05, 2.88e-08, 4.20e-01, 4.20e-01]    []  
157000    [3.21e-04, 8.36e-05, 6.50e-11, 3.97e-01, 3.97e-01]    [3.84e-04, 9.05e-05, 2.10e-09, 3.97e-01, 3.97e-01]    []  
158000    [4.15e-04, 7.26e-05, 7.43e-13, 3.85e-01, 3.85e-01]    [5.06e-04, 7.33e-05, 5.89e-13, 3.85e-01, 3.85e-01]    []  
159000    [4.54e-04, 4.77e-05, 3.49e-09, 3.73e-01, 3.73e-01]    [5.81e-04, 5.48e-05, 7.64e-17, 3.73e-01, 3.73e-01]    []  
160000    [4.75e-04, 5.81e-06, 4.95e-10, 3.63e-01, 3.63e-01]    [3.91e-04, 7.31e-06, 2.03e-09, 3.63e-01, 3.63e-01]    []  

Best model at step 160000:
  train loss: 7.26e-01
  test loss: 7.26e-01
  test metric: []

Epoch 160000: saving model to /itf-fi-ml/home/adamjak/heart/MSc/deepxDE/models/heart_model_64x5_tanh_Glorot normal_mini_t_norm-160000.pt ...

'train' took 96547.758326 s

Saving loss history to /itf-fi-ml/home/adamjak/heart/MSc/deepxDE/loss.dat ...
Saving training data to /itf-fi-ml/home/adamjak/heart/MSc/deepxDE/train.dat ...
Saving test data to /itf-fi-ml/home/adamjak/heart/MSc/deepxDE/test.dat ...
Compiling model...
'compile' took 0.002563 s

Training model...

Step      Train loss                                            Test loss                                             Test metric
160000    [3.61e-04, 7.67e-06, 1.13e-15, 3.63e-01, 3.63e-01]    [3.91e-04, 7.31e-06, 2.14e-10, 3.63e-01, 3.63e-01]    []  
161000    [nan, nan, nan, nan, nan]                             [nan, nan, nan, nan, nan]                             []  

Best model at step 160000:
  train loss: 7.26e-01
  test loss: 7.26e-01
  test metric: []

Epoch 161000: saving model to /itf-fi-ml/home/adamjak/heart/MSc/deepxDE/models/heart_model_64x5_tanh_Glorot normal_mini_t_norm-161000.pt ...

'train' took 637.863464 s

Saving loss history to /itf-fi-ml/home/adamjak/heart/MSc/deepxDE/loss.dat ...
Saving training data to /itf-fi-ml/home/adamjak/heart/MSc/deepxDE/train.dat ...
Saving test data to /itf-fi-ml/home/adamjak/heart/MSc/deepxDE/test.dat ...
