# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.625823293460137393e+03 3.625823293460137393e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.625823293460137393e+03 3.625823293460137393e+03
1.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.087679210021761264e+03 2.087679210021761264e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.087679210021761264e+03 2.087679210021761264e+03
2.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.087638414669117992e+03 2.087638414669117992e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.087638414669117992e+03 2.087638414669117992e+03
3.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.087635150917281862e+03 2.087635150917281862e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.087635150917281862e+03 2.087635150917281862e+03
4.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.551604504403587725e+01 3.551604504403587725e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.551604504403587725e+01 3.551604504403587725e+01
5.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.002124631057879434e+01 1.002124631057879434e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.002124631057879434e+01 1.002124631057879434e+01
6.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.449314502193439935e+00 7.449314502193439935e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.449314502193439935e+00 7.449314502193439935e+00
7.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.567529729942140015e+00 6.567529729942140015e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.567529729942140015e+00 6.567529729942140015e+00
8.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.869563671844800101e+00 3.869563671844800101e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.869563671844800101e+00 3.869563671844800101e+00
9.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.405879964672481997e+00 2.405879964672481997e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.405879964672481997e+00 2.405879964672481997e+00
1.000000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.286333220309497261e+00 2.286333220309497261e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.286333220309497261e+00 2.286333220309497261e+00
1.100000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.618364305969109518e+00 1.618364305969109518e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.618364305969109518e+00 1.618364305969109518e+00
1.200000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.082400606313886904e+00 1.082400606313886904e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.082400606313886904e+00 1.082400606313886904e+00
1.300000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.718457891111822455e+00 1.718457891111822455e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.718457891111822455e+00 1.718457891111822455e+00
1.400000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.188867449985564040e+00 1.188867449985564040e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.188867449985564040e+00 1.188867449985564040e+00
1.500000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.919739284711172500e-01 7.919739284711172500e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.919739284711172500e-01 7.919739284711172500e-01
